seq1	scaffold1492002	100.000	16	0	0	1	16	1421	1406	1.1	32.2
seq1	scaffold1486955	100.000	16	0	0	1	16	1277	1292	1.1	32.2
seq1	scaffold1486220	100.000	16	0	0	1	16	530	515	1.1	32.2
seq1	scaffold1486180	100.000	16	0	0	1	16	15179	15194	1.1	32.2
seq1	scaffold1147179	100.000	16	0	0	1	16	15274	15259	1.1	32.2
seq1	scaffold937327	100.000	16	0	0	1	16	3446	3431	1.1	32.2
seq1	scaffold762984	100.000	16	0	0	1	16	1855	1870	1.1	32.2
seq1	scaffold47187	100.000	16	0	0	1	16	6925	6940	1.1	32.2
seq1	scaffold44573	100.000	16	0	0	1	16	5523	5538	1.1	32.2
seq1	scaffold42610	100.000	16	0	0	1	16	8355	8340	1.1	32.2
seq1	scaffold37587	100.000	16	0	0	1	16	11445	11430	1.1	32.2
seq1	scaffold35030	100.000	16	0	0	1	16	9000	8985	1.1	32.2
seq1	scaffold33836	100.000	16	0	0	1	16	7366404	7366389	1.1	32.2
seq1	scaffold33836	100.000	16	0	0	1	16	7551816	7551801	1.1	32.2
seq1	scaffold33789	100.000	16	0	0	1	16	10855920	10855935	1.1	32.2
seq1	scaffold33789	100.000	16	0	0	1	16	10855924	10855939	1.1	32.2
seq1	scaffold33789	100.000	16	0	0	1	16	13712207	13712192	1.1	32.2
seq1	scaffold33789	100.000	16	0	0	1	16	13729614	13729599	1.1	32.2
seq1	scaffold33789	100.000	15	0	0	1	15	9900260	9900246	4.3	30.2
seq1	scaffold33204	100.000	16	0	0	1	16	10039	10024	1.1	32.2
seq1	scaffold33204	100.000	16	0	0	1	16	22523	22508	1.1	32.2
seq1	scaffold32582	100.000	16	0	0	1	16	4880	4895	1.1	32.2
seq1	scaffold32582	100.000	16	0	0	1	16	6919	6934	1.1	32.2
seq1	scaffold32576	100.000	16	0	0	1	16	3398632	3398647	1.1	32.2
seq1	scaffold32576	100.000	16	0	0	1	16	3754052	3754067	1.1	32.2
seq1	scaffold32576	100.000	16	0	0	1	16	4074122	4074137	1.1	32.2
seq1	scaffold32576	100.000	16	0	0	1	16	4801206	4801191	1.1	32.2
seq1	scaffold32576	100.000	16	0	0	1	16	5174500	5174515	1.1	32.2
seq1	scaffold32454	100.000	16	0	0	1	16	31074	31089	1.1	32.2
seq1	scaffold32401	100.000	16	0	0	1	16	15423	15408	1.1	32.2
seq1	scaffold32401	100.000	16	0	0	1	16	15427	15412	1.1	32.2
seq1	scaffold32401	100.000	16	0	0	1	16	24725	24710	1.1	32.2
seq1	scaffold31993	100.000	16	0	0	1	16	3501	3516	1.1	32.2
seq1	scaffold31993	100.000	16	0	0	1	16	106310	106295	1.1	32.2
seq1	scaffold31270	100.000	16	0	0	1	16	10977	10962	1.1	32.2
seq1	scaffold31132	100.000	16	0	0	1	16	8997	8982	1.1	32.2
seq1	scaffold31132	100.000	15	0	0	2	16	9000	8986	4.3	30.2
seq1	scaffold31024	100.000	16	0	0	1	16	545020	545035	1.1	32.2
seq1	scaffold30323	100.000	16	0	0	1	16	487003	487018	1.1	32.2
seq1	scaffold29023	100.000	16	0	0	1	16	19480	19495	1.1	32.2
seq1	scaffold28812	100.000	16	0	0	1	16	14995	15010	1.1	32.2
seq1	scaffold27687	100.000	16	0	0	1	16	6685	6670	1.1	32.2
seq1	scaffold27042	100.000	16	0	0	1	16	678708	678723	1.1	32.2
seq1	scaffold26995	100.000	16	0	0	1	16	208380	208365	1.1	32.2
seq1	scaffold26151	100.000	16	0	0	1	16	9110	9125	1.1	32.2
seq1	scaffold26151	100.000	16	0	0	1	16	9114	9129	1.1	32.2
seq1	scaffold26151	100.000	16	0	0	1	16	60181	60166	1.1	32.2
seq1	scaffold25735	100.000	16	0	0	1	16	330	315	1.1	32.2
seq1	scaffold25272	100.000	16	0	0	1	16	3309286	3309301	1.1	32.2
seq1	scaffold25272	100.000	16	0	0	1	16	3316705	3316720	1.1	32.2
seq1	scaffold25216	100.000	16	0	0	1	16	2026	2011	1.1	32.2
seq1	scaffold25215	100.000	16	0	0	1	16	2026	2011	1.1	32.2
seq1	scaffold24880	100.000	16	0	0	1	16	22425	22410	1.1	32.2
seq1	scaffold24711	100.000	16	0	0	1	16	740	725	1.1	32.2
